0,1,2,3
-0.20213712342337567,0.2844642982545402,-1.343352727015951,0.8082968222207982
0.3601943110253906,-0.009543662455123962,-1.8402220606521458,-0.7948321765488703
0.4808576613125161,-1.350272241226511,-0.31403658960078895,-0.34280578210714685
1.079045095383135,-0.44898344783998123,0.8302751858481208,1.535890100254179
-0.3283074640828521,-1.2946040625029946,-0.13393985304354109,-0.38384216437657814
-0.8829387179562641,-1.9043193072982734,0.2407727675406286,0.13732848261595623
1.10985437011884,-1.6713964172750713,-1.7163051823592665,0.28301640525458693
0.8536009553474561,-1.259675333832391,-0.8038593941448369,1.129908916521028
-2.027673591191663,1.3224503580622475,-1.1708332557443761,-0.05276198039020037
1.0141870948169907,1.0795962849906238,-0.31233035122688313,-1.1340951572288858
1.0547145972787955,1.2931821443325138,1.0264979029451742,-0.5550624671485336
-0.7788125340632498,0.46424544857279226,0.8143520261630877,0.5554830339261757
-0.08531707946653172,-0.06817081397166035,-0.3705505857839806,-1.5635146934497088
-1.1133706240902994,1.0998679106339526,0.8007488477718867,-0.8789655004265503
-1.7272617999966173,0.1907019466990232,-0.8748896511174977,2.8384919298479243
0.3926667217782786,1.58605107793969,-1.1418191476880095,0.05721496940025056
0.9491938544061649,0.7918335552335147,0.935085442309364,0.007512506515198803
-0.7127196566402813,0.2941341971540913,0.5077511294228986,-0.6578088757626137
-1.1665791746607235,0.862540532538964,1.4793675222869964,-2.017222461122402
-1.0612525056942168,-0.5143613787269886,0.3915200787531638,-1.9062514706260052
-0.42188875357074573,-1.068911991657959,-1.2779815388690952,2.1538183080567745
-1.1949773898521519,-1.096014649371604,-0.21538519685242963,-1.8686678042771592
-1.263355491853325,-0.6263911632470028,0.9357869308147903,-0.9632938296909571
2.191333058672714,0.2975593465165047,0.41869229012554376,1.1436538963234186
